id,comentario,clasificacion
3529,"NADA CONFIABLE. Esta app SIEMPRE te saldrá con una desagradable sorpresita cuando quieras movilizar tu dinero. Estás ADVERTIDO. Lo uso porque recibo pagos por este banco pero el mensajito de ""ocurrió un error con la aplicación, inténtalo más tarde"" siempre será un indicador de que tienes que ir a un cajero automático o a la ventanilla del Banco si es que quieres disponer de tu plata.",no_relevante
3530,"Cuando hago plineos la app no funcia bien, por algún motivo sale como si no lo enviara y me vuelve a pedir confirmación de mi huella dactilar, tengo que cancelarlo para que me salga el pantallazo que se hizo la transferencia, si le doy continuar, me regresa con un error y luego tengo que volver a poner mi DNI y verificación, por favor arreglen sus bugs.",relevante
3531,"Si pudiera le pongo menos, su clave dinamica siempre tiene problemas para aperecer cada que vez que tengo pagar por la app es un suplicio y ruego que me aparesca la maldita clave dinamica como ahora! por mas que estoy al dia en la actualizaciones. Desteto esta parte de la app no puedo pagar mucho con su app mala.",relevante
3532,"Scotiabank, inviertan en mejorar esta app que es el uso principal de los clientes, en más de 2 ocasiones me retuvieron un Plin o yape por error de la app, se cierra sesión solo, da temor enviar dinero pq no sabes si fallara la app y se retendrá el monto. solucionen",relevante
3533,"Vengo reportando al banco desde que tengo la CMR. Que el primer inicio me funcionó, y al ingresar por segunda vez me muestra como usuario bloqueado he ido a la agencia, me resetearon la clave, volví a ingresar, ingreso. Quise volver a ingresar en mi casa y el mismo problema, llamo y me dicen que tengo que ir a la agencia. De verdad es una pena que una entidad de este tipo tenga este tipo de problemas, con sntos intereses que cobran, porfavor diseñen e implemente una app que sirva.",relevante
3534,"No puedo utilizar el app, lo reporte por banca telefonica el 16/12/22 y solo pidieron disculpas que no pueden hacer nada, que el area esta revisando porq no se usar el app con version de android 7.0, incluso indicaron que son varios clientes con el problema y parece que no les importa. Acabo de revisar la compatibilidad y la aplicacion si debe funcionar.",no_relevante
3535,"Esta aplicación es una tontería, no te permite realizar las operaciones, dice todo el tiempo hubo problemas con la aplicación, deberían tener más empatía y solucionar esta falencia a la brevedad... Uno quiere realizar transferencias y operaciones de pago y no se puede hacer nada. Que fastidio.",no_relevante
3536,"No puedo activar la biometría desde que cambie de celular. El aplicativo presenta fallos. La opción plin constantemente tiene problemas. Por favor Scotiabank solucionen estos problemas, no quiero cambiarme de banco :(",relevante
3537,"Desde que se actualizó, dejó de funcionar, no puedo ni abrir la aplicación, simplemente sale la pantalla roja del banco e inmediatamente se cierra la aplicación, una verdadera porquería, antes era una gran aplicación sumamente útil, hoy es un desperdicio en su totalidad y parece que no les importa en lo absoluto la incomodidad de quienes estan inconformes porque pese a todas las malas reseñas, no han hecho nada por solucionar el problema, solucionenlo de una buena vez",no_relevante
3538,"Acabo de plinear 10 soles y no me figura el comprobante, solo me descuentan ¿y? ¿como voy a dar cuenta? ¿Es error del sistema? Me aparece error a cada rato.",relevante
3539,no es confiable de verdad 🥺😢,no_relevante
3540,"Es pésima la aplicación, Trabajaba bien pero ya cerca de un mes que no carga, sólo da vueltas sobre la pantalla roja y luego lo rechaza. Por favor más respeto con los usuarios y arreglen esta aplicación.",no_relevante
3541,la peor aplicación lo tiene Scotiabank se cuelga con frecuencia y sale error de la aplicación con frecuencia también uno quiere plinear a yape y no permite se cobran el dinero luego hay que llamar porque el sistema lo retuvo en su nube y no se puede agregar la huella dactilar ya que uno sigue todos los procedimientos y sale aviso que vuelve a registrar no funciona no es ligero para efectuar las transacciones demora sale que está cargando y luego sale aviso inténtalo más tarde,relevante
3542,Pongo mi contraseña y se cierra el programa automáticamente.,relevante
3543,"es muy lento para entrar, donde ses que me encuentre, que operador de telefonía me recomiendan uds. gracias",no_relevante
3544,Que pasa con YAPE acada 2 horas me dice que ocurrio un problema que lo vuelva a intentar luego? Es una tonteria lo actualizo y sigue la falla... En serio de lo peor... Y lo peor es que al dia tengo que desinstalar e instalar como 10 veces al dia poruqe no dan ni un tipo de solucion... No pueden hacer mantenimiento y verificar los errores que hay en el aplicativo?? Fatal,no_relevante
3545,"no sirve esta App, dos horas tratando de ingresar a mis cuentas y nada, sólo un mensaje ""ocurrió un problema... "" y no es la primera vez, arreglen su app",no_relevante
3546,"De mal en peor, con la última actualización no abre; luego si por gracia divina ingresas y quieres transferir te indica que no estás afiliado a clave digital cuando tienes el token en la mano, gracias por llevar la atención que dan en sus oficinas al mundo digital.",relevante
3547,Urge que pongan opción de tapar saldos como Netflix tiene modo privado. Es mega importante. Cuando uso la app en el bus me da pena que vean mis ahorros. Implementen ya!,relevante
3548,Señores en cargados de la app del banco de la nación hoy estoy tratando de ingresar para hacer mis operaciones y la aplicación está inservible no funciona para nadapot favor hoy 08/01/2025 la app del banco está inservible no sé puede abrir lo desinstale y lo volví a instalar y no sé puede abrir ahora más bien el toquen se me bloqueó por lo que desinstale ahora a otro tema ir al banco para activar que mal servicio lo del estado está cada día peor,relevante
3549,"Los pagos a cada momento fallan, señalando ""error en transacción"" cuando ya se le resto a la cuenta el monto plineado, inclusive aveces no llega el monto a la otra persona, teniendo así que volver a plinear. Y ya me ha tocado que reclamo al banco y no reconocen el error, osea, me robaron? Que indignante, todo mi dinero ahora lo paso al yape. Es mucho más seguro, fácil y funcional",relevante
3550,la app está pésima se quiere plinear y sale error y luego automáticamente se descuenta después de ponerme en aprietos ..,relevante
3551,"Me resulta practico su uso para realizar pagos, pero de un momento a otro cada vez que quiero abrir la aplicación me sale ERROR INTENTELO MÁS TARDE es fastidioso que tenga fallas y que cada vez que lo quiera usar, tengo que eliminarlo y volverlo a descargar, si no lo hago no funciona. ¡¡¡ya lo he tenido que descargar más de 20 veces!!!!😠😠.",no_relevante
3552,"Es una pérdida de tiempo este app uno desea hacer un pago, transferencia y te piden en token se va activar y sale error y luego se cuelga que clase de actualización hacen que piensan que somos su juguete agradezcan que nuestros movimientos bancarios lo hacemos con uds y es esta clase de servicio que nos brindan en vez de hacer algo súper mejor es una .....😡🤬🤬😡",relevante
3553,Sinceramente espero que agreguen bloqueo visual porque mi jefe es muy controlador. Escuchen nuestras súplicas!,relevante
3554,"Van de mal en peor, no genera clave dinámica al momento de plinear tiene un aplicativo nefasto, no sirve !! simple y sencillo por eso les andan hackeado.",relevante
3555,"Que estupidez de app, se elimino mi token digital, y ahora no puedo afiliarme al digital ni al biometrico, por otro lado que es muy lenta la interacción, le daria 0 estrellas pero no hay esa opcion, el area TI movil, que desgracia, parece que no tienen QA antes de lanzar las betas...",relevante
3556,"Por favor cambien la última actualización qué hicieron, está terrible! Los números donde hay que poner la clave de ingreso ya no salen en aleatorio, luego el cuadro de escaneo es muy pequeño y varias veces me ha pasado que no quiere escanear los códigos QR lo cuál lo pone a uno en apuros algunas veces",relevante
3557,"Tenia instalada la aplicación desde noviembre 2024 hasta hoy 22/02/25, ya que la desinstalé porque presentó problemas. Volví a instalarla esperando mejores resultados... y ¿qué sucedió? Me aparece este mensaje: tu teléfono no es compatible con la app .-. De verdad es tan difícil mantener un buen servicio?",no_relevante
3558,me robaron ko instalen yape,no_relevante
3559,"No abre se detiene, deberían arreglarla hasta cuando dice error intente de nuevo y que mi clave es fallido ARREGLEN ESOOOOOO POR FAVORNECESITO ENTRAR!!!!!!!!",no_relevante
3560,"Cada vez peor, ahora pongo todos los datos correctos en el app y me sale datos erróneos, intentado nuevamente verificando los datos y los números y nuevamente error en los datos, ahora ya se bloqueó y no puedo ingresar.",relevante
3561,"deberian permitir exportar el historial con todos los detalles a excel, el pdf que dan es muy basico",relevante
3562,"Pesima actualizacion! antes podia ver todos mis movimientos del año, ahora solo los ultimos 15 dias wtf",relevante
3563,"Debería haber una opción en el chanchito de no poder tocar ese dinero por 3 ,6,12 meses dependiendo del gusto del cliente ,sería mucho más fácil y así evitar de tentaciones de retirar ese dinero .... Espero que lo tomen en cuenta para futuras actualizaciones",no_relevante
3564,"La actualización del App malogro todo el prestigio de Interbank, no se puede ingresar y cada vez que intento me bloquea saliendo un mensaje que mi contraseña esta errada o que se detectó un movimiento inusual. Lo peor es que uno los llama y se hacen los sorprendidos como si yo fuese el único con ese problema y no dan una solución.",relevante
3565,"literalmente la aplicación presenta serios problemas, pongo mi clave y me dice que es incorrecto, también me dice que hay un problema con la aplicación. la situación es que los problemas se hacen recurrente y nos perjudica de Gran manera",relevante
3566,"Saque una tarjeta y no puedo instalar en la aplicación no me llega el tomen al correo, verifiquen su sistema.",relevante
3567,muy mal no la recomiendo. la aplicación se traba.,no_relevante
3568,"algo anda mal en la app, cuando hago plin, quiero compartir la captura de una transferencia, coloco compartir y se pone la pantalla negra y se sale de la aplicación. no estoy pudiendo enviame mis capturas",relevante
3569,está buena la app ayuda bastante pero demasiadas fallas en su sistema ya son 3 veces que necesito yapear de manera urgente y no puedo yapear porque su sistema falla,no_relevante
3570,"que mal Aplicativo, de verdad.. en las noches cuando necesito ingresar a mi cuenta no puedo, que porquería de verdad, ya es la tercera vez que intento hacer una transacción en la noche y no me lo permite porque cualquier estúpida razón que se les ocurra, no volveré a usar este banco, sacaré mi dinero y no lo usaré más",no_relevante
3571,"Que paso quiero transferir mi cts y el monto en transferencia se modifica por los decimales quiero 2 soles me sale 2 mil, quiero 2 mil soles me sale 20 mil",relevante
3572,La app solo muestra las ultimas 5 transferencias y para ver mas hay que ir a la web que tampoco funciona,relevante
3573,"Totalmente mala esta aplicacion, envio el dinero y el mensje de confirmacion no se envia ala persona destino y el dinero sale y me dice esta demorando verifique y a los minutos me fescuentan el dinero. Cuando hace dos o tres veces el envio",relevante
3574,"Señores Fallabela; desde que actualizaron la pagina, ya no se puede pagar el estado de cuenta, No visualiza arreglen eso. En vez de mejorar lo han malogrado todo.",relevante
3575,"Pésimo, apresar de que no he errado en mi clave me dice que ya hice 3 intentos fallidos, además ahora ni me deja entrar en la pantalla de acceso me dice que ocurrió un error inténtelo más tarde, más tarde cuando si todos los días me dice lo mismo",relevante
3576,la última actualizacion no me deja entrar se cierra apenas ingrese mi clave,relevante
3577,"No funciona la aplicación con la cámara del celular para activar token digital, ya probé con dos celulares y no toma selfie con ninguno para autenticar token, sino sirve para que lo ponen para elegir pongan de frente solo cajero automático.",relevante
3578,"pésimo servicio, cuando realice un pago y no se verificó, revisé mis movimientos para mostrarle a la persona y no aparecen nada, pésimo, los movimientos aparecen después de 4 días",relevante
3579,"Mala recontra malisima. No me permite actualizar mi pin de tarjetas ni solicitar adicionales no nada porque a pesar que ya están registrados mis datos biométricos pero dice que no se puede realizar las operaciones. Ya llame a soporte pero me dicen que hay problemas con los Samsung. Mentira, quise hacer lo mismos desde el iPhone de mi esposa pero igual no se puede.",relevante
3580,"Hoy me encuentro ingresando para bloquear mi tarjeta y no funciona dicho acceso!!!. La actualización que han hecho está perjudicando el servicio, no puedo realizar la transferencia desde el app porque me sale que debo automatizar la fecha y hora, cuando me voy a ajustes está en automático. Debía realizar pago hasta hoy, este será mi sustento para poder reclamar. Ojo llamé al call, ingreso el DNI y me sale que no es la información válida, el servicio deja mucho que desear.",relevante
3581,"Intento pagar pagos de steam por boacompra y al final dice error al leer el código qr, y por banca móvil bcp hubo un error al último momento, llevaba así un día.",no_relevante
3582,"De un momento a otro salió error en la aplicación y ya can varios días, ni por web ni aplicativo de play store. Cuándo van a componer esto? Se supone uno usa herramientas que nos facilitan la vida y por el contrario ésta falla nos retrasa.",no_relevante
3583,"Váyanse a la misma MRD con su aplicación, siempre me sale que hubo un error y que esta en mantenimiento. Uno tiene una emergencia y por los mismo errores de esta app pedorra no se puede solucionar.....",no_relevante
3584,La aplicación no está funcionando en los equipos android marca Motorola. Ingresa a la aplicación y no permite ingresar ningún valor númerico,no_relevante
3585,Muy malo... No entiendo como es posible que nadie se preocupe ppr mejorar esto ?? Quiero hacer el pago de un servicio y la App se cuelga no encuentra nada y cuando encuentra y cobra el monto no es lo que dice el recibo ...,relevante
3586,"Esta app es totalmente mala , no sé qué sucedió pero sería bueno que pudiesen arreglarlo, al ingresar sala que no está disponible, pasa el tiempo y sigue de la misma manera, nunca deja ingresar , desinstalé y volví a instalar y sigue igual.",no_relevante
3587,"Mala app, el teclado que genera tiene siempre algún errro, cuando expira tu sesión luego para entrar la clave nuevamente sale un mensaje TU SESIÓN A EXPIRADO, no se desaparece hasta cerrar todas tus app en segundo plano y reinicar la app, entre otros problemas dentro de la app, ademas la forma difícil que hacen para transferir entre cuentas, tengo app de bbva e interbank y por mucho es mejor que la app del bcp, espero lo corrigan.",relevante
3588,"desde w se actualizó es el peor app de todos los bancos... pésimo, tengo q estar activando tokin digital para poder transferir. solo toca cambiar de banco",relevante
3589,"Algo esta pasando con la app, siempre esta saliendo error y no deja hacer los pagos, si te llega un pago el dia domingo. Se guarda con fecha del día lunes. No debería, también es lenta.",relevante
3590,"Buenos días señores del banco de la nacion está app estuvo funcionando muy bien con esta aplicación pude transferir de celular a celular pude Yapear,plinear pero en estos instantes estoy intentando yapear no puedo sale entidad de origen no disponible",no_relevante
3591,"De mal en peor ... No solo arreglen para la vista (color y diseño) Es toda una travesía pagar por este medio (no se puede) El token digital está malísimo genera una clave, das en continuar y se queda cargando Regresen a la versión transanterior por favor Pésima la última versión",relevante
3592,Hola señores del bcp pésima la aplicación actualizada mejor estaba la anterior ahora con esta actualización uno tiene que ir a la agencia para ver el tema del tokem para poder hacer pagos transferencias etc ya que con esta actualización tdo se ha dañado y uno pierde tiempo porque tienes que ir otra vez a la agencia para activar tu tokem todo es un vil desastre,relevante
3593,Las últimas 2 actualizaciones terribles malazos. Para usar la app del bcp obliga a colocar seguridad de bloqueo al teléfono a nivel general. Se supone que ahora los teléfonos ya tienen la opción de colocar método de seguridad a las app de forma individual sin necesidad de estar bloqueando todo el equipo. De momento tendré que usar otro banco para que no interfiera en la agilidad de mis operaciones.,relevante
3594,Fatal actualmente,no_relevante
3595,"Todo iba bien hasta que actualizaron la App. Cuando realice la actualizacion, cada vez que abria la APP, me salía un mensaje de error: ""Ups! Yape no responde, intentalo mas tarde"". Llevo mas de 3 dias intentando entrar, pero me sale lo mismo. Lo desinstale y volví a instalar pero no respondía. Espero que se solucione, para volver a darle 5 estrellas.",no_relevante
3596,Hasta cuando con el maldito problema Que en unos celular de poca gama no se pueda ingresar.... Para estar cobrando por consulta si son buenos... Creo que es por eso que no dejan ingresar por app Para así beneficiarse ellos mismos cobrando por consulta de saldo Y se creen el mejor banco del Perú... Buenos para nada.. ratas Y todavía tenemos que presionar una maldita estrella para poder publicar Inservibles,no_relevante
3597,"Ya es la 2da vez que se desconfigura y me pide activar mi token. No sé pasen pues, encima su activación por DNI y reconocimiento fácil es una porquería, uno tiene que perder su tiempo yendo a un banco.",relevante
3598,"Desde la última actualización está terrible!!!! Me facilitaba tanto las cosas. Todo funcionaba bien y rápido. Solo le faltaba la activación con huella digital para ser oerfecta. Ahora, se me desactiva el toquen digital, a veces el ingreso con huella no funciona, a cierta hora de la noche la app simplemente NO FUNCIONA, mis transferencias por Lukita (plin) se demora en llegar. De verdad que me complica.",relevante
3599,"Desde su última versión con cambio de apariencia, la app se volvió lenta y tediosa de usar. Por favor vuelvan a la anterior vista que era más sencilla e intuitiva. Supuestamente tiene habilitado el uso de huella dactilar para ingresar a la app pero no funciona. Antes eran la mejor app entre todos los bancos y ahora son la peor app, hasta la app del BCP está mejor.",relevante
3600,He abonado para hacer transferencias como siempre lo hago a familiares pero ahora el TOKEN DIGITAL está desactivado voy y clickeo en el token para ver que pasa y la aplicación se cierra. NO puedo pagar. NO puedo transferir. NO puedo recargar nada de nada. Token digital no funciona,relevante
3601,El reconocimiento facial de esta app esta pesimo y me bloquearon 24 para volver a intentarlo Que arreglen eso !!! No se puede validar los datos solo porque en la foto no me reconoce la foto de mi dni es de ase unos años y ahora mi rosto a cambiado un poco y por ese motivo pido que lo arreglen lo antes posible ya que causa incomonidades no soy la primera a kien le sucede algo parecido y no tiene solucion,relevante
3602,"Esta fallando TERRIBLE.... cada que necesito hacer una transacción tengo q desinstalar y volver instalar, sino me dice error error error.... creo q cambiaré todas mis citas a otro bco. Horrible de veras",no_relevante
3603,buena,no_relevante
3604,"Terrible actualización, deberían contratar personal de QA, trabajar en UX, y testar a fondo antes de lanzar las actualizaciones, no me permite hacer transferencias, problemas con los token, problemas con los inicios de sesión entre otras cosas en la mayotia de usuarios que usamos y que conozco. Ya estamos migrando a BBVA, la recomiendo.",relevante
3605,"Pésima aplicación. Siempre que la abro me sale que no está disponible que intente nuevamente. Se queda colgada y nunca carga o te sale que ya has ingresado 3 veces incorrecta tu clave, cuando ni siquiera puedes ingresar. Si pudiera ponerle 0 se lo pondría. No sirve",relevante
3606,"Me sale ha ingresado 3 veces la clave errónea y era la primera vez que ingresaba en el día, y me sigue saliendo igual, entre a olvidé mi contraseña y crear nueva clave y dígito mi nueva clave y me sigue saliendo ingreso 3 veces clave errónea. Deben arreglar esto, es inaceptable el banco de la nación de todos los peruanos y es el peor",relevante
3607,"Es la segunda vez que plineo y se come mi dinero , y el banco no se hace responsable , que mal con Scotiabank y la cuenta digital , siempre está fallando. Yape es 100 % mejor Yape es más confiable",relevante
3608,no me permite cambiar mis configuraciones de tarjeta... lleva así días... pésimo,no_relevante
3609,Muy mala la aplicación para poder hacer mis trámites ya que no se puede ingresar a la banca móvil y no se por que motivos se corta derepente sin aver comunicado a los usuarios de dicho corte o no se es lo que está pasando con esta aplicacion desde hace muchos días estoy si. Poder ver mi estado de cuánta mucho menos mis movimientos como tampoco puedo hacer tus tracciones con normalidad que me veo en la obligación de cambiar de aplicación a otra identidad bancaria ay que por las noches tambien t,no_relevante
3610,Que pésima app la anterior se cuelga sale error no hay opción de ocultar cuentas no se puede pagar servicios .la versión anterior estaba mejor espero puedan mejorarla la desintalare eh iré personalmente al banco es un peligro esa app . Tanta delincuencia si te roban te obligan ah abrir tu app ahí estará todas tus cuentas vaciado total de cuenta fácil se la llevan los rateros estoy totalmente desepcionado de este banco cambiaré mi dinero ah otro banco creo que tenga un buen app mas seguro,relevante
3611,"Desde la ultima actualizacion, la clave dinamica demora demasiadoo en llegar, de manera que no permite realizar plineos. Desesperante",relevante
3612,"La peor app de banco, lenta, nada intuitiva, se lagea y se para bloqueando el token.",relevante
3613,"La instalo y luego nunca me llega el mensaje de confirmación. Los avisos inesperados perturban la navegación y puedo clicar sin querer aceptando algo que no deseo. A veces abre a veces sale ""ocurrio un error intentalo mas tarde"" dejandome en el aire con mi transacción. La desinstalo, la vuelvo a instalar, ahora cuando termina la instalación no me permite abrir. Por ahora es un desastre.",no_relevante
3614,"La app últimamente, sale error cuando uno quiere transferir con el mensaje ""hemos tenido un inconveniente"", e igual te lo descuentan el monto. Y cuando uno se comunica con la app, la solución es apersonarse al BN, una solución obvia, sin dar otra.",relevante
3615,no permite compartir por WhatsApp los pagos,no_relevante
3616,"Hay muchas fallas constantes. No se puede hacer plin ni yapes o a veces sale que no se pudo enviar el dinero, pero sí se envió, provocando envíos dobles. Por favor, dar solución pronto.",relevante
3617,"De un día para otro la App dejo de funcionar en mi teléfono. Cuándo intento ingresar me bota inmediatamente. Me aparece un mensaje ""BANCA MOVIL BCP CONTINUA FALLANDO"", ya desinstale y volví a descangar la App. Y continua con la misma falla. Favor de darle solución.",no_relevante
3618,"Tengo días tratando de actualizar el aplicativo y solo se queda cargando dando vueltas, ya intente de todas las formas posibles con datos con WiFi, barre cache reinicie el tlf de todo y aún sigue igual. Y a diario utilizo mucho el aplicativo. Necesito una solución",no_relevante
3619,una porquería la app de Interbank. Estoy a punto de cambiar a cuenta sueldo del BCP. Esta app se para colgando y lo de la clave dinámica es de terror...,relevante
3620,"Es una Mrda está aplicación aparte de votar error no me deja vincular la tarjeta a la app, un completo fiasco",relevante
3621,"el día de hoy quería recargar a un juego pero el problema es q no me carga la parte gaming de yape, se queda cargando de un color morado y nunca entra.",no_relevante
3622,"Hace poco cambié mi tarjeta porque se había vencido y actualicé el app con los datos de la nueva tarjeta. Ahora cada vez que entro a la aplicación me sale que la tarjeta está bloqueada. Debo desinstalar la aplicación, volverla a instalar y volver a poner los datos que piden para poder hacer algunas transacción. Lo peor es que ni contestan cuando uno llama y la atención en el banco es malísima. 1 hora esperando para entrar al banco, para luego esperar más tiempo dentro. Malísima atención.",relevante
3623,"tengo problemas con el aplicativo en mi celular, es nuevo pero no puedo abrir mi app apenas ingreso la clave y se cierra y no me deja ingresar, prácticamente no puedo abrirla por más q tengo la última versión",relevante
3624,No funciona a cada rato se apaga.,no_relevante
3625,"No te permite crear una cuenta con eso de la validacion, no reconoce el rostro, me parece absurdo que el rconociemiento sea por rostro en vez de que lo hagan por huella dactilar u otras formas... llevo tiempo sin poder usar esta que lamentablemente muchas la usan y es muy util pero que para crear una cuenta te pidan algo que no funciona.",relevante
3626,"Entiendo que le han querido dar un toque más moderno, más digital, pero sinceramente la version anterior más clásica estaba perfecta. Ahora no hay nada de intuitividad y es confusa. Cuando entro a la app, me dan ganas de salir de ella y creo q esa no es la intención no? Esto genera desagrado porque ahora me fuerza a entrar por la web, que fastidio. Cuidado BBVA, eres un banco genial y eres ni favorito nunca me has fallado, pero esta es la primera vez que algo no me gusta nada de ustedes.",no_relevante
3627,"Es la peor app entre el mismo día y todo estaba bien pero ahora se desconfiguro solo y ya no puedo ingresar me sale como si mi número de documento estuviera mal ingresado y el número de tarjeta también y lo peor es que uno llama al numero de atención al cliente y no contestan ,y su asistente de was solo te responde en automático lo mismo una y otra veZ 😡😤",relevante
3628,"No sirve su sistema, ponen demasiada ""seguridad"" pero no pueden enviar bien un simple código de seguridad por correo, ponen un tiempo limite como protocolo de seguridad y no verifican que todo sea enviado, encima bloquean el usuario cuando su sistema es el que falla, pésimo servicio, generan mucha pérdida de tiempo",relevante
3629,No es segura. No te permite ver a mas detalle tu estado de cuenta y constantemente me sale que ya he realizado varios intentos para acceder a mi cuenta cuando recien la estoy abriendo en el día.,relevante
3630,"Es un asco está aplicación y sigue lo mismo, no se quien inv.... estará a cargo debería dejarlo a otros, para mejorar la aplicación. Esto lo escucho ya hace meses y ahora que me afilie es un desastre 😠.",no_relevante
3631,pesima a cada rato me pide activar token dijital no pasa ni 48 horas y me pide activar,relevante
3632,"No se puede hacer el plin, me sale error intenta hasta más tarde. es peor",no_relevante
3633,"Pesimo la ultima actualizacion. Tuve problemas al iniciar anteriormente y creí q eran mis datos, pero fue el app. Ahora se fue el problema de inicio pero cuando hago una transferencia me dice q el token falló por la fecha, la cual debe estar en automático..y está así. En conclusión, no me sirve el app.",relevante
3634,"Porqueria de aplicacion, luego de la actualizacion no te deja entrar, tienes que forzar detencion y si logras entrar a veces no puedes realizar ninguna transaccion. En vez de mejorar, empeoran cada vez mas. No se para que actualizan si antes todo estaba bien.",no_relevante
3635,"Resulta que si no pago un mes ,no puedo ni abrir la App para ver cuanto tengo que pagar y ni avisan cuánto se debe por msm ni te llaman ,ni me llega el estado de cuenta solo un aviso que debo tanto faltando ni una semana para el pago ,de verdad muy decepcionante en ese caso les ganas en gran manera la App de saga Falabella en serio mucho mejor .",no_relevante
3636,"se para colgando, lo uso en un S23 ultra, a menudo pasa que tengo que desinstalar y volver a instalar para que funcione y lo engorroso de volver a activar el toquen y todo, y encima se cuelga cuando uno quiere hacer transferencias o usar el plin por las noches",relevante
3637,Pesima aplicación no se puede realizar transacciones de ningun tipo ya que oide datos y termina fallando y saliendo del app... Donde estan esos programadores que justifiquen su sueldo que pesimo servicio,no_relevante
3638,"La última actualización de la app la horrible tus datos están correctos pero sigue apareciendo que son erróneos y se bloqueará el acceso, te impide usar la app, de manera correcta desde que instale la nueva actualización no he podido usar la más que una vez horrible se echó a perder interbank de verdad lo que era una de las app más rápidas se convirtió en una de las aplicaciones pésimas",relevante
3639,Tmr no me abre la app,no_relevante
3640,Me acerqué para actualizar mis datos a un cajero y ahora que quiero entrar me dice hubo un error en la aplicación la verdad no entiendo tanto desastre por favor agilicen en dejar operativo su sistema,no_relevante
3641,"El app presenta fallas en el plin cuando se paga por ese medio al finalizar sale un error y hace cargo a la cuenta pero no se tiene un comprobante ni llega un correo sobre la transacción, incluso si uno no de fija puede volver a generar el pago y hace doble descuento.",relevante
3642,"Malisimaaa la app. De.asiado lento muchas travas para ingresar. Y lo peor es el SOS cliente, lo cual es una mentira los asesores apenas te contestan y de la nada cierran sesión y debes comenzar desde cero. En vez de hacerlo fácil para los clientes nos la hacen más complicada. Mejoren eso! Porque me están haciendo querer cambiar de banco. Gracias.",no_relevante
3643,"Le daría cero a este banco, te impone para todo usar su app, en cajero no se puede ver los últimos movimientos ni el saldo, ademas te impone también darle tu biometría facial para registrarte cuando otros te dan opciones de SMS o huella digital para que tú elijas cuánta seguridad quieres",relevante
3644,No puedo activar y desactivar las compras por internet desde el app 😡,relevante
3645,"Hice mi cola en el banco y me atendieron despues de varias horas, solicite mi clave dinamica ha funcionado dos meses y ahora esta fallando y me dice que tengo que ir nuevamente al banco para solucionar el problema, pesimo el funcionamiento del app banco de la nacion👎",no_relevante
3646,La peor aplicación que conocí hasta el momento estoy ingresando y me sale que te equivocaste de clave 3 veces que porquería. Por que hacen tu retribuciones de remuneración en este banco sin efecto de tecnología absolutamente no ayuda nada no se puede ni realizar una recarga. Por favor que nos cambie de tipo de pago no puedo realizar mis movimientos cuando estoy en urgencias. Eso es apoderarse del dinero ajeno una verdadera lastima tener esta aplicación. Así Con todas las palabras. No sirve.,relevante
3647,"Malisimo,nisiquiera permite descargar tengo mas de 4 horas tratando de descargarlo. Cada vaz peor, y de cada 3 veces que quiero usarlo 2 tiene problemas...siempre el mismo problema falta de conexion, y eso no pasa con app de otros bancos con el mismo telefono, en el mismo instante.",no_relevante
3648,Exelente,no_relevante
3649,Muy muy muy mal si se supone que muchas veces usamos app por falta de tiempo y evitar colas y otras incomodidades bajamos aplicaciones en el celular pero este app tienes que hacercate al banco para obtenerlo. En mi opinion muy mal y eso que somos clientes,no_relevante
3650,"No sé que pasa con la app. No deja hacer pagos por transferencia a terceros, me sale: ""ERROR ME-1315 No se pudo completar la operación. Verifica el estado de las cuentas y tu saldo disponible"". Ahora tengo que exponerme a llevar efectivo y pagar, es una molestia tremenda. Solucionen!!!!!!!!!!",no_relevante
3651,tranfiero y no hay forma de saber si llego hasta que el otro confirme,relevante
3652,"Esta actualización es Malísima. No exagero, todos los días aparece el mensaje ""ocurrió un problema! Nuestro equipo está trabajando para solucionarlo..."" tanto ya ps trabajan que hasta ahora no lo solucionan? Más parece que no trabajan. Tampoco llegan los e-mails de confirmación de los pagos o transferencias realizadas. Cambien esta version del app, regresen a la versión anterior hasta que esté bien probado la nueva.",relevante
3653,Actualizaron la app para versión de android 8 hacia adelante y tebgo android 12 y no .e permite instalar,no_relevante
3654,Cada vez peor ahora ya no puedo ingresar,no_relevante
3655,Se congela demasiado la pantalla y no permite ingresar los datos.... Ahora ya ni se puede entra solo sale un aviso INTENTE MÁS TARDE... APP de porquería,no_relevante
3656,"Escribo esto para que tomen cartas en el asunto. Se me actualizó y ahora es todo menos buena, esta pésima quiero cambiar de cuenta para transferir y no me permite,,, y cuando pongo un recibo para pagar me dice que no tengo deuda, y entonces lo veo desde otra app y si tengo. Mal servicio en serio, muy mal, hasta tengo miedo usarla porque solo reniego.",relevante
3657,"La nueva actualización es muy defectuosa, tengo que intentar mas de 1 vez para poder ingresar a mi cuenta, no se me hace fácil pagar mis tarjetas o hacer mis recargas como en la anterior. Porfavor buscar soluciones.",no_relevante
3658,"Necesitan hacerme un plineo urgente de un monto grande pero como no he estado usando mucho mi app, le dije a una persona que me hiciera un plineo de 2 soles para probar si me llegaba y no figuró en mi saldo. Me comunique con soporte y me logró ayudar pero me dijo q vaya a configuración de plin y resulta que había una opción para recibir plin a Interbank u otros bancos y este estaba en otro bancos,cosa q yo no puse. Pudieron enviarme el monto grande y quedarse en el aire como esos 2 soles",relevante
